doc_id	table_index	rows	cols	p-value	metadata
23209447	2	11	10	5.90E-06  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	2	13	8	7.38E-09  	['NPC VS. EP.', 'Controls', 'P Value']
23209447	2	9	8	3.15E-07  	['NPC VS. EP.', 'Controls', 'P Value']
23209447	2	14	6	2.38E-04  	['NPC vs. Control', 'P Value']
23209447	2	20	8	1.37E-04  	['NPC VS. EP.', 'Controls', 'P Value']
23209447	1	4	10	2.63E-11  	['Combined (', 'N', '= 2,028)', 'P-', 'value']
23209447	1	3	8	2.61E-05  	['Validation (', 'N', '= 985)', 'P', '-value']
23209447	1	3	10	1.63E-11  	['Combined (', 'N', '= 2,028)', 'P-', 'value']
23209447	1	2	10	1.05E-11  	['Combined (', 'N', '= 2,028)', 'P-', 'value']
23209447	2	17	10	1.30E-06  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	2	5	10	3.98E-07  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	1	6	5	1.43E-06  	['GWAS (', 'N', '= 1,043)', 'P', '-value']
23209447	2	11	6	6.96E-11  	['NPC vs. Control', 'P Value']
23209447	1	3	5	3.03E-07  	['GWAS (', 'N', '= 1,043)', 'P', '-value']
23209447	2	6	10	3.13E-14  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	2	18	6	1.84E-04  	['NPC vs. Control', 'P Value']
23209447	2	13	6	1.57E-10  	['NPC vs. Control', 'P Value']
23209447	1	7	8	6.02E-04  	['Validation (', 'N', '= 985)', 'P', '-value']
23209447	1	7	10	9.48E-09  	['Combined (', 'N', '= 2,028)', 'P-', 'value']
23209447	1	5	5	1.09E-05  	['GWAS (', 'N', '= 1,043)', 'P', '-value']
23209447	1	4	8	1.32E-05  	['Validation (', 'N', '= 985)', 'P', '-value']
23209447	2	11	8	1.96E-10  	['NPC VS. EP.', 'Controls', 'P Value']
23209447	2	18	8	1.65E-05  	['NPC VS. EP.', 'Controls', 'P Value']
23209447	2	13	10	5.02E-10  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	2	6	6	1.72E-19  	['NPC vs. Control', 'P Value']
23209447	2	4	6	1.15E-04  	['NPC vs. Control', 'P Value']
23209447	2	10	10	8.56E-05  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	1	5	10	6.40E-11  	['Combined (', 'N', '= 2,028)', 'P-', 'value']
23209447	2	6	8	1.43E-16  	['NPC VS. EP.', 'Controls', 'P Value']
23209447	2	16	10	2.16E-04  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	1	4	5	5.90E-07  	['GWAS (', 'N', '= 1,043)', 'P', '-value']
23209447	2	3	8	4.49E-07  	['NPC VS. EP.', 'Controls', 'P Value']
23209447	2	9	6	4.52E-07  	['NPC vs. Control', 'P Value']
23209447	2	5	6	1.52E-06  	['NPC vs. Control', 'P Value']
23209447	1	2	8	3.75E-05  	['Validation (', 'N', '= 985)', 'P', '-value']
23209447	2	19	10	4.14E-07  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	2	7	6	3.14E-06  	['NPC vs. Control', 'P Value']
23209447	1	7	5	2.37E-05  	['GWAS (', 'N', '= 1,043)', 'P', '-value']
23209447	2	20	6	1.47E-04  	['NPC vs. Control', 'P Value']
23209447	2	7	10	1.01E-08  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	1	6	10	1.89E-09  	['Combined (', 'N', '= 2,028)', 'P-', 'value']
23209447	2	9	10	3.16E-04  	['NPC VS. EN.', 'Controls', 'P Value']
23209447	1	2	5	1.13E-07  	['GWAS (', 'N', '= 1,043)', 'P', '-value']
23209447	1	5	8	4.43E-07  	['Validation (', 'N', '= 985)', 'P', '-value']
23209447	2	14	10	1.47E-06  	['NPC VS. EN.', 'Controls', 'P Value']
23251661	2	6	6	4.82E-08  	['MGA p-value', '9.01E-', '**', '08', '**']
23251661	1	1	6	1.18E-07  	['MGAp-value']
23251661	1	3	6	1.59E-07  	['MGAp-value']
23251661	4	1	6	7.49E-08  	['MGAp-value', '**', '**']
23251661	2	8	6	6.29E-08  	['MGA p-value', '9.01E-', '**', '08', '**']
23251661	1	5	6	2.80E-07  	['MGAp-value']
23251661	3	3	6	6.46E-08  	['MGAp-value', '*', '*']
23251661	2	5	6	2.47E-08  	['MGA p-value', '9.01E-', '**', '08', '**']
23251661	2	2	6	8.38E-08  	['MGA p-value', '9.01E-', '**', '08', '**']
23251661	4	5	6	2.65E-08  	['MGAp-value', '**', '**']
23251661	2	3	6	1.03E-09  	['MGA p-value', '9.01E-', '**', '08', '**']
23251661	3	1	6	3.59E-13  	['MGAp-value', '*', '*']
23251661	4	4	6	5.95E-08  	['MGAp-value', '**', '**']
23251661	2	9	6	7.24E-08  	['MGA p-value', '9.01E-', '**', '08', '**']
23251661	3	7	6	4.58E-08  	['MGAp-value', '*', '*']
23251661	2	7	6	8.19E-08  	['MGA p-value', '9.01E-', '**', '08', '**']
23251661	1	6	6	2.47E-06  	['MGAp-value']
23251661	1	7	6	4.66E-08  	['MGAp-value']
23251661	4	7	6	5.28E-08  	['MGAp-value', '**', '**']
23251661	4	6	6	3.61E-08  	['MGAp-value', '**', '**']
23251661	1	8	6	4.49E-08  	['MGAp-value']
23251661	3	6	6	2.03E-08  	['MGAp-value', '*', '*']
23251661	1	4	6	2.36E-07  	['MGAp-value']
23251661	3	2	6	1.31E-21  	['MGAp-value', '*', '*']
23251661	1	2	6	8.34E-06  	['MGAp-value']
23251661	2	4	6	3.72E-08  	['MGA p-value', '9.01E-', '**', '08', '**']
23251661	2	10	6	7.60E-08  	['MGA p-value', '9.01E-', '**', '08', '**']
23251661	3	4	6	9.56E-08  	['MGAp-value', '*', '*']
23251661	4	3	6	4.95E-08  	['MGAp-value', '**', '**']
23251661	4	2	6	5.13E-08  	['MGAp-value', '**', '**']
23251661	3	5	6	2.03E-08  	['MGAp-value', '*', '*']
23259602	2	3	10	1.55E-05  	['P-value (Meta 2)']
23259602	2	20	9	1.98E-06  	['P-value (Meta 1)']
23259602	2	9	11	1.02E-05  	['P-value (Meta 3)']
23259602	2	7	10	2.02E-05  	['P-value (Meta 2)']
23259602	2	12	10	4.77E-06  	['P-value (Meta 2)']
23259602	2	9	10	1.36E-04  	['P-value (Meta 2)']
23259602	2	5	10	3.79E-06  	['P-value (Meta 2)']
23259602	2	11	10	4.88E-06  	['P-value (Meta 2)']
23259602	2	16	9	1.06E-07  	['P-value (Meta 1)']
23259602	2	4	10	4.23E-05  	['P-value (Meta 2)']
23259602	2	6	10	5.27E-07  	['P-value (Meta 2)']
23259602	2	21	9	2.13E-07  	['P-value (Meta 1)']
23259602	2	24	9	1.16E-06  	['P-value (Meta 1)']
23259602	2	5	11	1.86E-05  	['P-value (Meta 3)']
23259602	2	13	11	2.96E-07  	['P-value (Meta 3)']
23259602	2	10	11	1.26E-05  	['P-value (Meta 3)']
23259602	2	22	9	9.92E-07  	['P-value (Meta 1)']
23259602	2	3	11	6.76E-05  	['P-value (Meta 3)']
23259602	2	10	10	1.18E-04  	['P-value (Meta 2)']
23259602	2	15	9	8.93E-06  	['P-value (Meta 1)']
23259602	2	13	10	1.77E-06  	['P-value (Meta 2)']
23259602	2	21	11	1.80E-06  	['P-value (Meta 3)']
23259602	2	6	11	4.28E-06  	['P-value (Meta 3)']
23259602	2	12	11	1.46E-06  	['P-value (Meta 3)']
23259602	2	11	11	1.68E-06  	['P-value (Meta 3)']
23259602	2	18	9	4.02E-07  	['P-value (Meta 1)']
23259602	2	23	9	1.15E-06  	['P-value (Meta 1)']
23284291	1	4	9	0.000074  	['JMA results', 'SE', 'INT', 'SNPs implicated in relation to FEV', '1', '/FVC']
23284291	1	9	8	0.000047  	['JMA results', '\xce\xb2', 'INT', '3', 'SNPs implicated in relation to FEV', '1', '/FVC']
23284291	1	9	9	0.000068  	['JMA results', 'SE', 'INT', 'SNPs implicated in relation to FEV', '1', '/FVC']
23297363	1	2	14	9.77E-10  	['Combined EMIM (discovery) and replication results', 'P']
23297363	1	3	14	1.77E-07  	['Combined EMIM (discovery) and replication results', 'P']
23297363	1	8	6	1.67E-07  	['EMIM discovery results (genomic control corrected)', 'P']
23297363	1	2	12	3.92E-05  	['PLINK replication results', 'P']
23297363	1	5	5	3.47E-06  	['GenABEL discovery results', 'P']
23297363	1	4	14	2.04E-08  	['Combined EMIM (discovery) and replication results', 'P']
23297363	1	7	14	1.42E-07  	['Combined EMIM (discovery) and replication results', 'P']
23297363	1	6	6	2.08E-04  	['EMIM discovery results (genomic control corrected)', 'P']
23297363	1	9	13	2.77E-07  	['Combined GenABEL (discovery) and replication results', 'P']
23297363	1	3	13	1.44E-08  	['Combined GenABEL (discovery) and replication results', 'P']
23297363	1	8	5	2.05E-05  	['GenABEL discovery results', 'P']
23297363	1	7	12	5.62E-05  	['PLINK replication results', 'P']
23297363	1	8	13	3.11E-09  	['Combined GenABEL (discovery) and replication results', 'P']
23297363	1	9	6	1.73E-06  	['EMIM discovery results (genomic control corrected)', 'P']
23297363	1	6	13	1.75E-09  	['Combined GenABEL (discovery) and replication results', 'P']
23297363	1	3	5	2.63E-06  	['GenABEL discovery results', 'P']
23297363	1	5	6	4.10E-05  	['EMIM discovery results (genomic control corrected)', 'P']
23297363	1	4	13	2.86E-09  	['Combined GenABEL (discovery) and replication results', 'P']
23297363	1	2	5	1.38E-07  	['GenABEL discovery results', 'P']
23297363	1	9	5	1.19E-03  	['GenABEL discovery results', 'P']
23297363	1	3	6	3.64E-05  	['EMIM discovery results (genomic control corrected)', 'P']
23297363	1	7	5	1.28E-05  	['GenABEL discovery results', 'P']
23297363	1	4	5	2.26E-06  	['GenABEL discovery results', 'P']
23297363	1	2	13	7.66E-11  	['Combined GenABEL (discovery) and replication results', 'P']
23297363	1	4	12	1.03E-04  	['PLINK replication results', 'P']
23297363	1	2	6	1.94E-06  	['EMIM discovery results (genomic control corrected)', 'P']
23297363	1	6	5	1.44E-05  	['GenABEL discovery results', 'P']
23297363	1	7	6	2.46E-04  	['EMIM discovery results (genomic control corrected)', 'P']
23297363	1	5	14	3.98E-07  	['Combined EMIM (discovery) and replication results', 'P']
23297363	1	6	12	9.69E-06  	['PLINK replication results', 'P']
23297363	1	4	6	1.76E-05  	['EMIM discovery results (genomic control corrected)', 'P']
23297363	1	3	12	4.79E-04  	['PLINK replication results', 'P']
23297363	1	7	13	8.43E-09  	['Combined GenABEL (discovery) and replication results', 'P']
23297363	1	8	12	1.24E-05  	['PLINK replication results', 'P']
23297363	1	5	13	2.90E-08  	['Combined GenABEL (discovery) and replication results', 'P']
23297363	1	8	14	3.03E-11  	['Combined EMIM (discovery) and replication results', 'P']
23297363	1	9	14	5.35E-10  	['Combined EMIM (discovery) and replication results', 'P']
23297363	1	6	14	2.26E-08  	['Combined EMIM (discovery) and replication results', 'P']
23297363	1	9	12	2.35E-05  	['PLINK replication results', 'P']
23307926	1	11	7	1.0E - 11 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	8	7	8.7E - 10 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	10	9	2.5E - 07 	['EM cases versus controls', 'P', '-value']
23307926	1	3	7	1.5E - 59 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	12	9	3.6E - 07 	['EM cases versus controls', 'P', '-value']
23307926	1	2	7	1.4E - 73 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	4	9	1.5E - 09 	['EM cases versus controls', 'P', '-value']
23307926	1	4	7	9.3E - 16 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	14	9	1.1E - 06 	['EM cases versus controls', 'P', '-value']
23307926	1	18	7	2.4E - 19 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	6	7	1.5E - 11 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	17	7	8.5E - 10 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	6	9	2.2E - 07 	['EM cases versus controls', 'P', '-value']
23307926	1	12	7	2.2E - 12 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	7	9	9.2E - 10 	['EM cases versus controls', 'P', '-value']
23307926	1	8	9	4.0E - 09 	['EM cases versus controls', 'P', '-value']
23307926	1	5	7	2.5E - 19 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	16	9	1.1E - 05 	['EM cases versus controls', 'P', '-value']
23307926	1	3	12	3.7E - 09 	['POI cases versus controls', 'P', '-value', '0.07']
23307926	1	9	7	9.0E - 17 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	15	7	3.6E - 13 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	3	9	2.2E - 32 	['EM cases versus controls', 'P', '-value']
23307926	1	16	7	9.1E - 32 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	9	9	1.2E - 06 	['EM cases versus controls', 'P', '-value']
23307926	1	13	7	7.8E - 12 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	7	7	1.6E - 16 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	15	9	3.0E - 06 	['EM cases versus controls', 'P', '-value']
23307926	1	5	9	5.8E - 06 	['EM cases versus controls', 'P', '-value']
23307926	1	10	7	9.5E - 11 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	11	9	2.0E - 07 	['EM cases versus controls', 'P', '-value']
23307926	1	14	7	2.3E - 12 	['Normal menopause QT GWAS', 'P', '-value']
23307926	1	2	9	5.8E - 20 	['EM cases versus controls', 'P', '-value']
23307926	1	13	9	6.2E - 07 	['EM cases versus controls', 'P', '-value']
23326517	2	2	6	1.5E-31   	['P', 'e']
23326517	4	17	8	4.3E-24   	['Early AMD - this study', 'P', 'g']
23326517	4	8	11	2.34E-08  	['Late AMD -published data', 'P']
23326517	3	17	8	4.3E-24   	['Early AMD', 'P', 'g']
23326517	3	4	14	1E-16     	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	4	4	12	1E-16     	['P', 'het', '(adv vs early)', 'i']
23326517	4	15	12	4.32E-05  	['P', 'het', '(adv vs early)', 'i']
23326517	3	13	14	2.0E-04   	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	3	3	12	2.3E-39   	['Advanced AMD', 'P']
23326517	5	8	13	9.13E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	2	6	6	6.8E-06   	['P', 'e']
23326517	4	4	11	1.60E-76  	['Late AMD -published data', 'P']
23326517	5	7	8	2.1E-25   	['European Early AMD', 'P']
23326517	4	14	8	1.7E-03   	['Early AMD - this study', 'P', 'g']
23326517	3	12	12	7.9E-05   	['Advanced AMD', 'P']
23326517	3	17	12	6.7E-39   	['Advanced AMD', 'P']
23326517	4	21	12	1.48E-05  	['P', 'het', '(adv vs early)', 'i']
23326517	5	4	13	5.27E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	4	15	11	1.03E-12  	['Late AMD -published data', 'P']
23326517	5	10	8	9.6E-05   	['European Early AMD', 'P']
23326517	3	21	8	2.5E-04   	['Early AMD', 'P', 'g']
23326517	4	16	11	3.6E-322  	['Late AMD -published data', 'P']
23326517	5	3	8	2.4E-28   	['European Early AMD', 'P']
23326517	4	14	11	1.10E-08  	['Late AMD -published data', 'P']
23326517	3	3	14	2.8E-15   	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	3	17	14	8.8E-16   	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	3	5	14	1E-16     	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	4	14	12	7.76E-02  	['P', 'het', '(adv vs early)', 'i']
23326517	3	4	12	2.9E-45   	['Advanced AMD', 'P']
23326517	2	8	6	5.0E-06   	['P', 'e']
23326517	2	4	6	6.5E-06   	['P', 'e']
23326517	5	7	13	4.11E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	3	16	12	5.5E-39   	['Advanced AMD', 'P']
23326517	5	14	13	4.58E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	2	7	6	8.9E-06   	['P', 'e']
23326517	4	13	8	9.6E-05   	['Early AMD - this study', 'P', 'g']
23326517	4	10	11	2.40E-23  	['Late AMD -published data', 'P']
23326517	3	21	12	4.0E-04   	['Advanced AMD', 'P']
23326517	4	21	8	2.5E-04   	['Early AMD - this study', 'P', 'g']
23326517	4	2	11	6.40E-16  	['Late AMD -published data', 'P']
23326517	3	15	8	5.0E-04   	['Early AMD', 'P', 'g']
23326517	3	16	14	6.6E-16   	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	2	14	6	5.6E-06   	['P', 'e']
23326517	5	3	13	4.58E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	4	8	12	1.40E-03  	['P', 'het', '(adv vs early)', 'i']
23326517	3	10	12	3.2E-04   	['Advanced AMD', 'P']
23326517	2	15	6	1.4E-06   	['P', 'e']
23326517	4	16	8	9.1E-24   	['Early AMD - this study', 'P', 'g']
23326517	4	13	11	2.50E-21  	['Late AMD -published data', 'P']
23326517	3	14	8	1.7E-03   	['Early AMD', 'P', 'g']
23326517	4	13	12	7.89E-12  	['P', 'het', '(adv vs early)', 'i']
23326517	3	10	14	7E-03     	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	3	5	12	4.0E-45   	['Advanced AMD', 'P']
23326517	5	6	13	7.80E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	5	6	8	5.5E-30   	['European Early AMD', 'P']
23326517	4	4	8	8.7E-26   	['Early AMD - this study', 'P', 'g']
23326517	5	5	8	1.1E-25   	['European Early AMD', 'P']
23326517	4	9	11	4.10E-10  	['Late AMD -published data', 'P']
23326517	3	3	8	2.4E-28   	['Early AMD', 'P', 'g']
23326517	4	6	8	5.5E-30   	['Early AMD - this study', 'P', 'g']
23326517	4	2	12	2.46E-06  	['P', 'het', '(adv vs early)', 'i']
23326517	2	5	6	1.5E-06   	['P', 'e']
23326517	5	2	8	1.5E-31   	['European Early AMD', 'P']
23326517	3	13	8	9.6E-05   	['Early AMD', 'P', 'g']
23326517	4	5	8	1.1E-25   	['Early AMD - this study', 'P', 'g']
23326517	4	15	8	5.0E-04   	['Early AMD - this study', 'P', 'g']
23326517	5	5	13	5.49E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	5	2	13	9.46E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	3	13	12	1.1E-07   	['Advanced AMD', 'P']
23326517	4	21	11	1.00E-10  	['Late AMD -published data', 'P']
23326517	5	4	8	8.7E-26   	['European Early AMD', 'P']
23326517	4	5	11	7.40E-235 	['Late AMD -published data', 'P']
23326517	3	4	8	8.7E-26   	['Early AMD', 'P', 'g']
23326517	4	22	11	1.10E-11  	['Late AMD -published data', 'P']
23326517	4	22	12	1.74E-04  	['P', 'het', '(adv vs early)', 'i']
23326517	4	7	8	2.1E-25   	['Early AMD - this study', 'P', 'g']
23326517	2	9	6	2.8E-06   	['P', 'e']
23326517	5	15	13	1.21E-02  	['Singapore-based Asian Early AMD', 'P']
23326517	4	18	11	1.34E-08  	['Late AMD -published data', 'P']
23326517	3	2	12	1.6E-44   	['Advanced AMD', 'P']
23326517	3	7	12	1.8E-44   	['Advanced AMD', 'P']
23326517	4	11	11	2.30E-08  	['Late AMD -published data', 'P']
23326517	2	12	6	3.5E-06   	['P', 'e']
23326517	4	11	12	1.61E-06  	['P', 'het', '(adv vs early)', 'i']
23326517	3	7	14	1E-16     	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	5	10	13	8.94E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	3	5	8	1.1E-25   	['Early AMD', 'P', 'g']
23326517	4	3	8	2.4E-28   	['Early AMD - this study', 'P', 'g']
23326517	4	19	11	1.61E-08  	['Late AMD -published data', 'P']
23326517	2	1	6	5.0E-06   	['P', 'e']
23326517	5	11	8	5.0E-04   	['European Early AMD', 'P']
23326517	4	18	12	3.35E-04  	['P', 'het', '(adv vs early)', 'i']
23326517	3	6	14	1E-16     	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	5	13	8	4.3E-24   	['European Early AMD', 'P']
23326517	5	9	13	2.32E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	5	12	8	9.1E-24   	['European Early AMD', 'P']
23326517	2	10	6	4.3E-24   	['P', 'e']
23326517	4	17	11	4.10E-60  	['Late AMD -published data', 'P']
23326517	4	3	11	1.30E-261 	['Late AMD -published data', 'P']
23326517	3	16	8	9.1E-24   	['Early AMD', 'P', 'g']
23326517	3	2	8	1.5E-31   	['Early AMD', 'P', 'g']
23326517	4	17	12	1E-16     	['P', 'het', '(adv vs early)', 'i']
23326517	3	2	14	1E-16     	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	3	6	8	5.5E-30   	['Early AMD', 'P', 'g']
23326517	5	11	13	1.13E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	4	6	11	4.10E-08  	['Late AMD -published data', 'P']
23326517	4	2	8	1.5E-31   	['Early AMD - this study', 'P', 'g']
23326517	4	6	12	1.24E-03  	['P', 'het', '(adv vs early)', 'i']
23326517	4	20	11	7.40E-07  	['Late AMD -published data', 'P']
23326517	3	20	12	2.8E-04   	['Advanced AMD', 'P']
23326517	5	13	13	5.46E-04  	['Singapore-based Asian Early AMD', 'P']
23326517	2	13	6	6.0E-06   	['P', 'e']
23326517	4	12	8	1.1E-03   	['Early AMD - this study', 'P', 'g']
23326517	5	17	13	2.07E-01  	['Singapore-based Asian Early AMD', 'P']
23326517	3	12	14	8.4E-03   	['P', 'het', 'i', '(adv vs early)', '<1E-16']
23326517	2	11	6	7.8E-06   	['P', 'e']
23326517	5	12	13	5.88E-04  	['Singapore-based Asian Early AMD', 'P']
23326517	5	16	13	2.47E-02  	['Singapore-based Asian Early AMD', 'P']
23326517	2	16	6	1.1E-06   	['P', 'e']
23326517	4	12	11	5.50E-31  	['Late AMD -published data', 'P']
23326517	3	6	12	3.3E-41   	['Advanced AMD', 'P']
23326517	4	19	12	7.67E-05  	['P', 'het', '(adv vs early)', 'i']
23326517	4	20	12	4.77E-03  	['P', 'het', '(adv vs early)', 'i']
23326517	3	7	8	2.1E-25   	['Early AMD', 'P', 'g']
23326517	4	7	11	1.90E-52  	['Late AMD -published data', 'P']
23326517	2	3	6	5.1E-06   	['P', 'e']
23326517	3	12	8	1.1E-03   	['Early AMD', 'P', 'g']
23350875	2	18	4	1.197E-03 	['POOLED P']
23350875	1	8	7	5.428E-05 	['P value']
23350875	2	1	4	5.523E-03 	['POOLED P']
23350875	1	25	7	9.792E-05 	['P value']
23350875	1	16	7	1.650E-05 	['P value']
23350875	1	7	7	1.136E-05 	['P value']
23350875	1	21	7	3.704E-05 	['P value']
23350875	2	30	4	1.831E-03 	['POOLED P']
23350875	2	14	4	8.040E-04 	['POOLED P']
23350875	1	12	7	7.903E-05 	['P value']
23350875	1	20	7	5.403E-05 	['P value']
23350875	2	27	4	3.168E-04 	['POOLED P']
23350875	2	8	4	6.627E-03 	['POOLED P']
23350875	1	24	7	9.819E-05 	['P value']
23350875	1	19	7	5.471E-05 	['P value']
23350875	2	6	4	4.843E-03 	['POOLED P']
23350875	1	2	7	3.113E-05 	['P value']
23350875	2	5	4	2.163E-06 	['POOLED P']
23350875	2	10	4	2.693E-05 	['POOLED P']
23350875	1	15	7	5.202E-06 	['P value']
23350875	2	11	4	6.985E-05 	['POOLED P']
23350875	1	4	7	1.595E-06 	['P value']
23350875	1	11	7	1.073E-06 	['P value']
23350875	2	19	4	3.619E-03 	['POOLED P']
23350875	2	7	4	4.772E-04 	['POOLED P']
23350875	2	3	4	6.693E-03 	['POOLED P']
23350875	3	15	8	8.204E-03 	['EPICOLON P value', '0.291', '0.974']
23350875	2	15	4	4.239E-06 	['POOLED P']
23350875	1	18	7	9.823E-05 	['P value']
23350875	1	23	7	1.625E-05 	['P value']
23350875	1	26	7	9.193E-05 	['P value']
23350875	1	5	7	6.789E-05 	['P value']
23350875	2	31	4	5.911E-03 	['POOLED P']
23350875	1	14	7	8.901E-05 	['P value']
23350875	2	28	4	1.526E-03 	['POOLED P']
23350875	1	10	7	9.752E-06 	['P value']
23350875	2	25	4	5.457E-04 	['POOLED P']
23350875	2	9	4	6.282E-04 	['POOLED P']
23350875	1	1	7	9.447E-05 	['P value']
23350875	1	9	7	9.697E-08 	['P value']
23350875	2	32	4	3.976E-04 	['POOLED P']
23350875	1	6	7	6.789E-05 	['P value']
